name,model_type,metric_type,metric_value,train_time
1_Default_LightGBM,LightGBM,logloss,0.2955385148525238,29.81
2_Default_Xgboost,Xgboost,logloss,0.30085739493370056,16.35
3_Default_CatBoost,CatBoost,logloss,0.29706302285194397,18.74
4_Default_RandomForest,Random Forest,logloss,0.4308444857597351,27.1
14_LightGBM,LightGBM,logloss,0.29360195994377136,9.19
5_Xgboost,Xgboost,logloss,0.2937212884426117,17.51
23_CatBoost,CatBoost,logloss,0.29534098505973816,29.06
32_RandomForest,Random Forest,logloss,0.3773312270641327,19.77
15_LightGBM,LightGBM,logloss,0.2980857491493225,8.14
6_Xgboost,Xgboost,logloss,0.3378860652446747,16.72
24_CatBoost,CatBoost,logloss,0.3012818396091461,14.23
33_RandomForest,Random Forest,logloss,0.4558318853378296,17.02
16_LightGBM,LightGBM,logloss,0.2950243651866913,75.29
7_Xgboost,Xgboost,logloss,0.2900699973106384,268.86
25_CatBoost,CatBoost,logloss,0.28792697191238403,265.23
34_RandomForest,Random Forest,logloss,0.45684492588043213,18.65
17_LightGBM,LightGBM,logloss,0.29799777269363403,331.85
8_Xgboost,Xgboost,logloss,0.30795472860336304,22.9
26_CatBoost,CatBoost,logloss,0.30321335792541504,15.08
35_RandomForest,Random Forest,logloss,0.4311857521533966,17.61
18_LightGBM,LightGBM,logloss,0.2956676781177521,16.95
9_Xgboost,Xgboost,logloss,0.3844273090362549,71.77
27_CatBoost,CatBoost,logloss,0.29275763034820557,66.72
36_RandomForest,Random Forest,logloss,0.4550658166408539,21.26
19_LightGBM,LightGBM,logloss,0.3004645109176636,12.86
10_Xgboost,Xgboost,logloss,0.2992434501647949,50.86
28_CatBoost,CatBoost,logloss,0.2975926399230957,19.3
37_RandomForest,Random Forest,logloss,0.4059261679649353,26.2
20_LightGBM,LightGBM,logloss,0.29243674874305725,18.08
11_Xgboost,Xgboost,logloss,0.32403481006622314,33.45
29_CatBoost,CatBoost,logloss,0.29976511001586914,21.92
38_RandomForest,Random Forest,logloss,0.3902148902416229,26.14
21_LightGBM,LightGBM,logloss,0.3033711016178131,123.86
12_Xgboost,Xgboost,logloss,0.28786852955818176,145.32
30_CatBoost,CatBoost,logloss,0.2918669581413269,47.54
39_RandomForest,Random Forest,logloss,0.4533648192882538,22.04
22_LightGBM,LightGBM,logloss,0.2998809218406677,24.4
13_Xgboost,Xgboost,logloss,0.30110663175582886,38.75
31_CatBoost,CatBoost,logloss,0.29473063349723816,63.33
40_RandomForest,Random Forest,logloss,0.427432119846344,21.77
41_Xgboost,Xgboost,logloss,0.29283973574638367,17.62
42_Xgboost,Xgboost,logloss,0.2902907133102417,12.14
43_CatBoost,CatBoost,logloss,0.29074740409851074,145.85
44_Xgboost,Xgboost,logloss,0.29276242852211,34.32
45_Xgboost,Xgboost,logloss,0.2905523180961609,27.95
46_CatBoost,CatBoost,logloss,0.29296568036079407,88.63
47_CatBoost,CatBoost,logloss,0.2986770570278168,34.26
48_LightGBM,LightGBM,logloss,0.29243674874305725,10.2
49_CatBoost,CatBoost,logloss,0.2927416265010834,42.62
50_LightGBM,LightGBM,logloss,0.29360195994377136,15.08
51_LightGBM,LightGBM,logloss,0.29360195994377136,10.81
52_Xgboost,Xgboost,logloss,0.2935234606266022,18.07
53_LightGBM,LightGBM,logloss,0.2950243651866913,15.73
54_LightGBM,LightGBM,logloss,0.2950243651866913,16.08
55_RandomForest,Random Forest,logloss,0.38507112860679626,22.18
56_RandomForest,Random Forest,logloss,0.39518943428993225,26.67
57_RandomForest,Random Forest,logloss,0.40918317437171936,21.66
58_Xgboost,Xgboost,logloss,0.2899742126464844,25.1
59_Xgboost,Xgboost,logloss,0.28766515851020813,22.64
60_CatBoost,CatBoost,logloss,0.28952756524086,261.89
61_CatBoost,CatBoost,logloss,0.29145506024360657,262.87
62_Xgboost,Xgboost,logloss,0.29285523295402527,32.02
63_Xgboost,Xgboost,logloss,0.2923724055290222,17.38
64_Xgboost,Xgboost,logloss,0.2876358926296234,16.26
65_CatBoost,CatBoost,logloss,0.28953245282173157,158.25
66_CatBoost,CatBoost,logloss,0.29107868671417236,163.56
67_CatBoost,CatBoost,logloss,0.29535117745399475,60.02
68_LightGBM,LightGBM,logloss,0.29028022289276123,25.15
69_LightGBM,LightGBM,logloss,0.2975881099700928,15.09
70_LightGBM,LightGBM,logloss,0.29028022289276123,15.2
71_LightGBM,LightGBM,logloss,0.2975881099700928,15.43
72_LightGBM,LightGBM,logloss,0.2860238254070282,17.32
73_LightGBM,LightGBM,logloss,0.2906073331832886,12.93
74_RandomForest,Random Forest,logloss,0.3736097812652588,22.39
75_RandomForest,Random Forest,logloss,0.3808707594871521,24.13
76_RandomForest,Random Forest,logloss,0.38848820328712463,25.37
77_RandomForest,Random Forest,logloss,0.3921439051628113,28.14
Ensemble,Ensemble,logloss,0.27991899847984314,27.78
